Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-09-22 00:00:00+05:30,1403.9000244140625,1410.699951171875,1388.0,1390.5999755859375,7757970,0.0,0.0
2025-09-23 00:00:00+05:30,1391.0,1395.0,1376.800048828125,1389.800048828125,14014702,0.0,0.0
2025-09-24 00:00:00+05:30,1385.300048828125,1396.0,1380.4000244140625,1383.0,5922759,0.0,0.0
2025-09-25 00:00:00+05:30,1381.300048828125,1384.5,1369.0,1372.4000244140625,11411143,0.0,0.0
2025-09-26 00:00:00+05:30,1372.0,1382.699951171875,1366.0,1377.5999755859375,9879109,0.0,0.0
2025-09-29 00:00:00+05:30,1381.5999755859375,1389.0,1368.0,1372.800048828125,14231999,0.0,0.0
2025-09-30 00:00:00+05:30,1377.0999755859375,1377.0999755859375,1362.800048828125,1364.0,14604684,0.0,0.0
2025-10-01 00:00:00+05:30,1367.0,1378.5999755859375,1362.699951171875,1368.699951171875,12045916,0.0,0.0
2025-10-03 00:00:00+05:30,1363.199951171875,1371.5999755859375,1356.9000244140625,1363.4000244140625,12842347,0.0,0.0
2025-10-06 00:00:00+05:30,1360.0,1377.4000244140625,1359.0,1375.0,12396580,0.0,0.0
2025-10-07 00:00:00+05:30,1376.0,1395.9000244140625,1375.9000244140625,1384.800048828125,11244040,0.0,0.0
2025-10-08 00:00:00+05:30,1384.800048828125,1389.0,1364.5,1367.4000244140625,8525081,0.0,0.0
2025-10-09 00:00:00+05:30,1374.0,1380.0,1369.0999755859375,1377.800048828125,8826633,0.0,0.0
2025-10-10 00:00:00+05:30,1377.800048828125,1388.0,1375.0999755859375,1381.699951171875,6373084,0.0,0.0
2025-10-13 00:00:00+05:30,1376.9000244140625,1377.699951171875,1367.800048828125,1375.0,7600682,0.0,0.0
2025-10-14 00:00:00+05:30,1380.0,1388.0,1370.0999755859375,1375.9000244140625,9768174,0.0,0.0
2025-10-15 00:00:00+05:30,1383.0,1384.0,1372.699951171875,1374.300048828125,10882743,0.0,0.0
2025-10-16 00:00:00+05:30,1375.0999755859375,1400.5,1375.0,1398.300048828125,12315932,0.0,0.0
2025-10-17 00:00:00+05:30,1401.0,1423.300048828125,1399.0999755859375,1416.800048828125,19335561,0.0,0.0
2025-10-20 00:00:00+05:30,1440.0,1473.800048828125,1433.300048828125,1466.800048828125,24721978,0.0,0.0
2025-10-21 00:00:00+05:30,1468.0,1474.0,1460.0,1465.199951171875,2066169,0.0,0.0
2025-10-23 00:00:00+05:30,1475.0,1482.9000244140625,1444.5999755859375,1448.4000244140625,18707090,0.0,0.0
2025-10-24 00:00:00+05:30,1450.0,1459.800048828125,1441.0,1451.5999755859375,9700837,0.0,0.0
2025-10-27 00:00:00+05:30,1463.0,1485.0,1458.0,1484.0999755859375,14113867,0.0,0.0
2025-10-28 00:00:00+05:30,1484.0999755859375,1492.0,1477.5999755859375,1486.9000244140625,17631577,0.0,0.0
2025-10-29 00:00:00+05:30,1490.0,1508.300048828125,1488.0999755859375,1504.199951171875,11884745,0.0,0.0
2025-10-30 00:00:00+05:30,1500.0,1503.0999755859375,1484.0,1488.5,9318663,0.0,0.0
2025-10-31 00:00:00+05:30,1490.4000244140625,1497.5,1482.300048828125,1486.4000244140625,8758053,0.0,0.0
2025-11-03 00:00:00+05:30,1486.0,1495.0,1479.300048828125,1484.699951171875,8452085,0.0,0.0
2025-11-04 00:00:00+05:30,1483.9000244140625,1492.800048828125,1470.0999755859375,1473.0999755859375,10007806,0.0,0.0
2025-11-05 00:00:00+05:30,1473.0999755859375,1473.0999755859375,1473.0999755859375,1473.0999755859375,0,0.0,0.0
2025-11-06 00:00:00+05:30,1484.0,1501.5999755859375,1476.199951171875,1496.0999755859375,16772678,0.0,0.0
2025-11-07 00:00:00+05:30,1494.5999755859375,1498.4000244140625,1475.9000244140625,1478.0,7821765,0.0,0.0
2025-11-10 00:00:00+05:30,1477.9000244140625,1501.0,1475.5,1489.300048828125,7068438,0.0,0.0
2025-11-11 00:00:00+05:30,1497.0,1498.800048828125,1480.199951171875,1493.4000244140625,7127506,0.0,0.0
2025-11-12 00:00:00+05:30,1505.0,1524.699951171875,1500.0,1511.5,12384459,0.0,0.0
2025-11-13 00:00:00+05:30,1515.0,1522.0999755859375,1506.800048828125,1510.9000244140625,7196443,0.0,0.0
2025-11-14 00:00:00+05:30,1505.5,1520.9000244140625,1505.5,1518.9000244140625,7682823,0.0,0.0
2025-11-17 00:00:00+05:30,1520.9000244140625,1523.699951171875,1511.5,1518.300048828125,5871416,0.0,0.0
2025-11-18 00:00:00+05:30,1521.699951171875,1527.800048828125,1510.5,1519.4000244140625,11045042,0.0,0.0
2025-11-19 00:00:00+05:30,1517.4000244140625,1522.300048828125,1512.0,1518.9000244140625,5692366,0.0,0.0
2025-11-20 00:00:00+05:30,1530.0,1550.9000244140625,1526.699951171875,1549.0999755859375,18171724,0.0,0.0
2025-11-21 00:00:00+05:30,1541.0,1557.800048828125,1540.0999755859375,1546.5999755859375,9615271,0.0,0.0
2025-11-24 00:00:00+05:30,1550.0,1550.0,1531.800048828125,1535.9000244140625,18433951,0.0,0.0
2025-11-25 00:00:00+05:30,1535.9000244140625,1559.5999755859375,1525.0999755859375,1539.699951171875,15033482,0.0,0.0
2025-11-26 00:00:00+05:30,1542.300048828125,1571.5999755859375,1540.5,1569.9000244140625,14054299,0.0,0.0
2025-11-27 00:00:00+05:30,1575.0,1575.5,1556.0,1563.4000244140625,9794643,0.0,0.0
2025-11-28 00:00:00+05:30,1568.0,1581.300048828125,1563.0,1567.5,8959508,0.0,0.0
2025-12-01 00:00:00+05:30,1575.0,1577.5,1563.5999755859375,1566.0999755859375,8920233,0.0,0.0
2025-12-02 00:00:00+05:30,1561.0999755859375,1567.5,1542.0,1546.300048828125,11389150,0.0,0.0
2025-12-03 00:00:00+05:30,1545.199951171875,1552.4000244140625,1533.0,1538.800048828125,6090883,0.0,0.0
2025-12-04 00:00:00+05:30,1536.0,1560.5,1517.5999755859375,1535.5999755859375,11867930,0.0,0.0
2025-12-05 00:00:00+05:30,1530.4000244140625,1545.800048828125,1520.5999755859375,1540.5999755859375,10183266,0.0,0.0
2025-12-08 00:00:00+05:30,1539.199951171875,1551.0,1535.0,1543.0,11301491,0.0,0.0
2025-12-09 00:00:00+05:30,1540.300048828125,1542.5,1520.0999755859375,1529.4000244140625,11503971,0.0,0.0
2025-12-10 00:00:00+05:30,1534.0,1547.5,1531.4000244140625,1536.9000244140625,7991629,0.0,0.0
2025-12-11 00:00:00+05:30,1536.9000244140625,1550.0,1524.0,1545.0,4706197,0.0,0.0
2025-12-12 00:00:00+05:30,1550.800048828125,1559.800048828125,1546.0999755859375,1556.5,5106655,0.0,0.0
2025-12-15 00:00:00+05:30,1551.199951171875,1558.5999755859375,1546.5,1556.199951171875,5774543,0.0,0.0
2025-12-16 00:00:00+05:30,1545.0,1551.699951171875,1538.800048828125,1542.300048828125,11731856,0.0,0.0
2025-12-17 00:00:00+05:30,1550.0,1550.0,1539.300048828125,1544.4000244140625,7116649,0.0,0.0
2025-12-18 00:00:00+05:30,1535.199951171875,1551.5,1535.199951171875,1544.4000244140625,6580829,0.0,0.0
2025-12-19 00:00:00+05:30,1554.4000244140625,1574.199951171875,1551.0,1565.0999755859375,13937275,0.0,0.0
2025-12-22 00:00:00+05:30,1573.5,1577.5,1565.300048828125,1575.4000244140625,10184852,0.0,0.0
2025-12-23 00:00:00+05:30,1580.9000244140625,1580.9000244140625,1568.0999755859375,1570.699951171875,7506564,0.0,0.0
2025-12-24 00:00:00+05:30,1572.699951171875,1575.699951171875,1553.5999755859375,1558.199951171875,8815745,0.0,0.0
2025-12-25 00:00:00+05:30,1558.199951171875,1558.199951171875,1558.199951171875,1558.199951171875,0,0.0,0.0
2025-12-26 00:00:00+05:30,1554.699951171875,1561.0,1554.300048828125,1559.199951171875,2311495,0.0,0.0
2025-12-29 00:00:00+05:30,1554.9000244140625,1558.0999755859375,1543.5999755859375,1545.5999755859375,5972105,0.0,0.0
2025-12-30 00:00:00+05:30,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815884,0.0,0.0
2025-12-31 00:00:00+05:30,1541.0,1577.0,1541.0,1570.4000244140625,5771830,0.0,0.0
2026-01-01 00:00:00+05:30,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6408128,0.0,0.0
2026-01-02 00:00:00+05:30,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6602230,0.0,0.0
2026-01-05 00:00:00+05:30,1593.0,1611.800048828125,1575.300048828125,1578.0999755859375,8704973,0.0,0.0
2026-01-06 00:00:00+05:30,1569.0,1569.0,1496.300048828125,1507.5999755859375,27417125,0.0,0.0
2026-01-07 00:00:00+05:30,1510.0,1520.0,1498.0,1504.199951171875,11199340,0.0,0.0
2026-01-08 00:00:00+05:30,1500.0,1503.9000244140625,1468.800048828125,1470.5999755859375,16518684,0.0,0.0
2026-01-09 00:00:00+05:30,1465.0,1479.9000244140625,1465.0,1475.300048828125,8335311,0.0,0.0
2026-01-12 00:00:00+05:30,1475.300048828125,1485.300048828125,1451.0,1483.199951171875,8883745,0.0,0.0
